20250512180624,10.0.0.2,37818,10.0.0.1,5001,1,40.0-41.0,5994720,47957760
20250512180625,10.0.0.2,37818,10.0.0.1,5001,1,41.0-42.0,5994720,47957760
20250512180626,10.0.0.2,37818,10.0.0.1,5001,1,42.0-43.0,5994720,47957760
20250512180627,10.0.0.2,37818,10.0.0.1,5001,1,43.0-44.0,5994720,47957760
20250512180628,10.0.0.2,37818,10.0.0.1,5001,1,44.0-45.0,6012016,48096128
20250512180629,10.0.0.2,37818,10.0.0.1,5001,1,45.0-46.0,5977424,47819392
20250512180630,10.0.0.2,37818,10.0.0.1,5001,1,46.0-47.0,5994720,47957760
20250512180631,10.0.0.2,37818,10.0.0.1,5001,1,47.0-48.0,5994720,47957760
20250512180632,10.0.0.2,37818,10.0.0.1,5001,1,48.0-49.0,5994720,47957760
20250512180633,10.0.0.2,37818,10.0.0.1,5001,1,49.0-50.0,5994720,47957760
20250512180634,10.0.0.2,37818,10.0.0.1,5001,1,50.0-51.0,5994720,47957760
20250512180635,10.0.0.2,37818,10.0.0.1,5001,1,51.0-52.0,5994720,47957760
20250512180636,10.0.0.2,37818,10.0.0.1,5001,1,52.0-53.0,5994720,47957760
20250512180637,10.0.0.2,37818,10.0.0.1,5001,1,53.0-54.0,5994720,47957760
20250512180638,10.0.0.2,37818,10.0.0.1,5001,1,54.0-55.0,5994720,47957760
20250512180639,10.0.0.2,37818,10.0.0.1,5001,1,55.0-56.0,6012016,48096128
20250512180640,10.0.0.2,37818,10.0.0.1,5001,1,56.0-57.0,5977424,47819392
20250512180641,10.0.0.2,37818,10.0.0.1,5001,1,57.0-58.0,5929560,47436480
20250512180642,10.0.0.2,37818,10.0.0.1,5001,1,58.0-59.0,5994720,47957760
20250512180643,10.0.0.2,37818,10.0.0.1,5001,1,59.0-60.0,5994720,47957760
20250512180643,10.0.0.2,37818,10.0.0.1,5001,1,60.0-61.0,113776,876379
20250512180643,10.0.0.2,37818,10.0.0.1,5001,1,0.0-61.0,364593428,47785293
